Area Code,Coffee or Tea,Date,Dice:,Market,Market Size,Product,Product Type,Slice:,St,ST ,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,Coffee Sales,Coffee Sales %,Cogs,Control Line- Average: Coffee as % of Sales,Inventory,Margin,Marketing,Number of Records,Profit,Profit %,Profit % Color Density,Sales,Sales + Profit,"Sales, Margin or Profit",Tea Sales,TeaCoffeeSales,Total Expenses
314,Tea,5/1/2012 12:00:00 AM,Missouri,Central,Small Market,Darjeeling,Tea,Central,Misso,MO,Missouri,Regular,30,50,20,80,,,39,,212,53,12,1,14,0.152173913,0.045652174,92,106,92,92,92,39
920,Tea,5/1/2012 12:00:00 AM,Wisconsin,Central,Small Market,Darjeeling,Tea,Central,Wisco,WI,Wisconsin,Regular,30,60,30,90,,,45,,410,65,14,1,27,0.245454545,0.073636364,110,137,110,110,110,38
563,Tea,5/1/2012 12:00:00 AM,Iowa,Central,Small Market,Earl Grey,Tea,Central,Iowa,IA,Iowa,Regular,220,290,170,510,,,265,,1538,324,100,1,190,0.322580645,0.096774194,589,779,589,589,589,134
314,Tea,5/1/2012 12:00:00 AM,Missouri,Central,Small Market,Earl Grey,Tea,Central,Misso,MO,Missouri,Regular,20,40,0,60,,,34,,182,42,12,1,-4,-0.052631579,-0.015789474,76,72,76,76,76,46
262,Tea,5/1/2012 12:00:00 AM,Wisconsin,Central,Small Market,Earl Grey,Tea,Central,Wisco,WI,Wisconsin,Regular,50,80,10,130,,,64,,551,90,58,1,2,0.012987013,0.003896104,154,156,154,154,154,88
573,Tea,5/1/2012 12:00:00 AM,Missouri,Central,Small Market,Green Tea,Tea,Central,Misso,MO,Missouri,Regular,30,40,0,70,,,36,,212,45,13,1,-2,-0.024691358,-0.007407407,81,79,81,81,81,47
603,Coffee,5/1/2012 12:00:00 AM,New Hampshire,East,Small Market,Amaretto,Coffee,East,New H,NH,New Hampshire,Regular,40,70,40,110,125,1,51,1,265,74,16,1,35,0.28,0.084,125,160,125,,125,39
959,Coffee,5/1/2012 12:00:00 AM,Connecticut,East,Small Market,Colombian,Coffee,East,Conne,CT,Connecticut,Regular,100,160,110,260,275,1,110,1,1020,165,36,1,98,0.356363636,0.106909091,275,373,275,,275,67
603,Coffee,5/1/2012 12:00:00 AM,New Hampshire,East,Small Market,Colombian,Coffee,East,New H,NH,New Hampshire,Regular,40,80,50,120,132,1,52,1,397,80,17,1,31,0.234848485,0.070454545,132,163,132,,132,49
475,Coffee,5/1/2012 12:00:00 AM,Connecticut,East,Small Market,Caffe Mocha,Espresso,East,Conne,CT,Connecticut,Regular,60,90,20,150,154,1,64,1,551,90,58,1,3,0.019480519,0.005844156,154,157,154,,154,87
603,Coffee,5/1/2012 12:00:00 AM,New Hampshire,East,Small Market,Caffe Mocha,Espresso,East,New H,NH,New Hampshire,Regular,40,60,10,100,104,1,43,1,282,61,39,1,-7,-0.067307692,-0.020192308,104,97,104,,104,68
603,Coffee,5/1/2012 12:00:00 AM,New Hampshire,East,Small Market,Regular Espresso,Espresso,East,New H,NH,New Hampshire,Regular,30,40,0,70,76,1,34,1,182,42,12,1,-3,-0.039473684,-0.011842105,76,73,76,,76,45
860,Tea,5/1/2012 12:00:00 AM,Connecticut,East,Small Market,Darjeeling,Tea,East,Conne,CT,Connecticut,Regular,40,70,50,110,,,44,,844,65,12,1,42,0.385321101,0.115596330,109,151,109,109,109,23
603,Tea,5/1/2012 12:00:00 AM,New Hampshire,East,Small Market,Darjeeling,Tea,East,New H,NH,New Hampshire,Regular,20,30,20,50,,,20,,829,29,5,1,12,0.244897959,0.073469388,49,61,49,49,49,17
475,Tea,5/1/2012 12:00:00 AM,Connecticut,East,Small Market,Green Tea,Tea,East,Conne,CT,Connecticut,Regular,20,40,30,60,,,23,,787,34,6,1,17,0.298245614,0.089473684,57,74,57,57,57,17
603,Tea,5/1/2012 12:00:00 AM,New Hampshire,East,Small Market,Green Tea,Tea,East,New H,NH,New Hampshire,Regular,0,40,30,40,,,0,,645,43,0,1,32,0.744186047,0.223255814,43,75,43,43,43,11
318,Coffee,5/1/2012 12:00:00 AM,Louisiana,South,Small Market,Colombian,Coffee,South,Louis,LA,Louisiana,Regular,50,70,50,120,99,1,40,1,793,59,11,1,36,0.363636364,0.109090909,99,135,99,,99,23
505,Coffee,5/1/2012 12:00:00 AM,New Mexico,South,Small Market,Colombian,Coffee,South,New M,NM,New Mexico,Regular,60,100,60,160,132,1,52,1,397,80,17,1,31,0.234848485,0.070454545,132,163,132,,132,49
580,Coffee,5/1/2012 12:00:00 AM,Oklahoma,South,Small Market,Colombian,Coffee,South,Oklah,OK,Oklahoma,Regular,50,70,50,120,99,1,43,1,602,56,14,1,30,0.303030303,0.090909091,99,129,99,,99,26
985,Coffee,5/1/2012 12:00:00 AM,Louisiana,South,Small Market,Caffe Latte,Espresso,South,Louis,LA,Louisiana,Regular,50,80,10,130,154,1,64,1,-113,90,58,1,3,0.019480519,0.005844156,154,157,154,,154,87
505,Coffee,5/1/2012 12:00:00 AM,New Mexico,South,Small Market,Caffe Latte,Espresso,South,New M,NM,New Mexico,Regular,20,40,10,60,76,1,34,1,-104,42,12,1,-4,-0.052631579,-0.015789474,76,72,76,,76,46
918,Coffee,5/1/2012 12:00:00 AM,Oklahoma,South,Small Market,Caffe Latte,Espresso,South,Oklah,OK,Oklahoma,Regular,90,140,100,230,273,1,114,1,-387,159,35,1,101,0.369963370,0.110989011,273,374,273,,273,58
225,Coffee,5/1/2012 12:00:00 AM,Louisiana,South,Small Market,Caffe Mocha,Espresso,South,Louis,LA,Louisiana,Regular,40,70,50,110,130,1,48,1,351,82,14,1,44,0.338461538,0.101538462,130,174,130,,130,38
505,Coffee,5/1/2012 12:00:00 AM,New Mexico,South,Small Market,Caffe Mocha,Espresso,South,New M,NM,New Mexico,Regular,30,50,0,80,104,1,43,1,282,61,39,1,-7,-0.067307692,-0.020192308,104,97,104,,104,68
405,Coffee,5/1/2012 12:00:00 AM,Oklahoma,South,Small Market,Caffe Mocha,Espresso,South,Oklah,OK,Oklahoma,Regular,10,30,30,40,49,1,20,1,464,29,5,1,13,0.265306122,0.079591837,49,62,49,,49,16
503,Coffee,5/1/2012 12:00:00 AM,Oregon,West,Small Market,Amaretto,Coffee,West,Orego,OR,Oregon,Regular,60,100,40,160,128,1,53,1,458,75,48,1,-2,-0.015625,-0.0046875,128,126,128,,128,77
435,Coffee,5/1/2012 12:00:00 AM,Utah,West,Small Market,Amaretto,Coffee,West,Utah,UT,Utah,Regular,80,100,60,180,148,1,68,1,998,80,21,1,38,0.256756757,0.077027027,148,186,148,,148,42
702,Coffee,5/1/2012 12:00:00 AM,Nevada,West,Small Market,Colombian,Coffee,West,Nevad,NV,Nevada,Regular,40,60,20,100,81,1,36,1,212,45,13,1,-1,-0.012345679,-0.003703704,81,80,81,,81,46
971,Coffee,5/1/2012 12:00:00 AM,Oregon,West,Small Market,Colombian,Coffee,West,Orego,OR,Oregon,Regular,60,80,30,140,116,1,48,1,422,68,15,1,8,0.068965517,0.020689655,116,124,116,,116,60
435,Coffee,5/1/2012 12:00:00 AM,Utah,West,Small Market,Colombian,Coffee,West,Utah,UT,Utah,Regular,60,80,50,140,113,1,48,1,334,65,15,1,22,0.194690265,0.058407080,113,135,113,,113,43
253,Coffee,5/1/2012 12:00:00 AM,Washington,West,Small Market,Colombian,Coffee,West,Washi,WA,Washington,Regular,80,130,90,210,175,1,71,1,373,104,22,1,58,0.331428571,0.099428571,175,233,175,,175,46
775,Coffee,5/1/2012 12:00:00 AM,Nevada,West,Small Market,Caffe Latte,Espresso,West,Nevad,NV,Nevada,Regular,0,40,30,40,43,1,0,1,645,43,0,1,31,0.720930233,0.216279070,43,74,43,,43,12
541,Coffee,5/1/2012 12:00:00 AM,Oregon,West,Small Market,Caffe Latte,Espresso,West,Orego,OR,Oregon,Regular,50,60,20,110,118,1,53,1,361,65,20,1,11,0.093220339,0.027966102,118,129,118,,118,54
435,Coffee,5/1/2012 12:00:00 AM,Utah,West,Small Market,Caffe Latte,Espresso,West,Utah,UT,Utah,Regular,30,60,50,90,97,1,39,1,799,58,10,1,36,0.371134021,0.111340206,97,133,97,,97,22
206,Coffee,5/1/2012 12:00:00 AM,Washington,West,Small Market,Caffe Latte,Espresso,West,Washi,WA,Washington,Regular,40,60,40,100,110,1,48,1,599,62,15,1,34,0.309090909,0.092727273,110,144,110,,110,28
775,Coffee,5/1/2012 12:00:00 AM,Nevada,West,Small Market,Caffe Mocha,Espresso,West,Nevad,NV,Nevada,Regular,10,30,20,40,49,1,20,1,829,29,5,1,13,0.265306122,0.079591837,49,62,49,,49,16
541,Coffee,5/1/2012 12:00:00 AM,Oregon,West,Small Market,Caffe Mocha,Espresso,West,Orego,OR,Oregon,Regular,40,70,40,110,123,1,52,1,361,71,17,1,27,0.219512195,0.065853659,123,150,123,,123,44
435,Coffee,5/1/2012 12:00:00 AM,Utah,West,Small Market,Caffe Mocha,Espresso,West,Utah,UT,Utah,Regular,40,60,40,100,111,1,48,1,599,63,15,1,36,0.324324324,0.097297297,111,147,111,,111,27
206,Coffee,5/1/2012 12:00:00 AM,Washington,West,Small Market,Caffe Mocha,Espresso,West,Washi,WA,Washington,Regular,50,70,20,120,130,1,58,1,338,72,22,1,16,0.123076923,0.036923077,130,146,130,,130,56
702,Tea,5/1/2012 12:00:00 AM,Nevada,West,Small Market,Darjeeling,Tea,West,Nevad,NV,Nevada,Regular,170,240,170,410,,,263,,1433,349,86,1,231,0.377450980,0.113235294,612,843,612,612,612,118
503,Tea,5/1/2012 12:00:00 AM,Oregon,West,Small Market,Darjeeling,Tea,West,Orego,OR,Oregon,Regular,10,20,20,30,,,20,,464,29,5,1,12,0.244897959,0.073469388,49,61,49,49,49,17
435,Tea,5/1/2012 12:00:00 AM,Utah,West,Small Market,Darjeeling,Tea,West,Utah,UT,Utah,Regular,20,50,10,70,,,43,,282,61,39,1,-8,-0.076923077,-0.023076923,104,96,104,104,104,69
509,Tea,5/1/2012 12:00:00 AM,Washington,West,Small Market,Darjeeling,Tea,West,Washi,WA,Washington,Regular,30,50,30,80,,,48,,351,82,14,1,44,0.338461538,0.101538462,130,174,130,130,130,38
775,Tea,5/1/2012 12:00:00 AM,Nevada,West,Small Market,Earl Grey,Tea,West,Nevad,NV,Nevada,Regular,170,180,120,350,,,260,,1559,261,72,1,164,0.314779271,0.094433781,521,685,521,521,521,97
503,Tea,5/1/2012 12:00:00 AM,Oregon,West,Small Market,Earl Grey,Tea,West,Orego,OR,Oregon,Regular,60,90,50,150,,,94,,697,141,31,1,79,0.336170213,0.100851064,235,314,235,235,235,62
435,Tea,5/1/2012 12:00:00 AM,Utah,West,Small Market,Earl Grey,Tea,West,Utah,UT,Utah,Regular,20,40,20,60,,,39,,212,53,12,1,14,0.152173913,0.045652174,92,106,92,92,92,39
360,Tea,5/1/2012 12:00:00 AM,Washington,West,Small Market,Earl Grey,Tea,West,Washi,WA,Washington,Regular,20,50,30,70,,,45,,410,65,14,1,27,0.245454545,0.073636364,110,137,110,110,110,38
702,Tea,5/1/2012 12:00:00 AM,Nevada,West,Small Market,Green Tea,Tea,West,Nevad,NV,Nevada,Regular,170,-170,-250,0,,,265,,3742,-265,100,1,-380,-21.111111111,-6.333333333,18,-362,18,18,18,133
971,Tea,5/1/2012 12:00:00 AM,Oregon,West,Small Market,Green Tea,Tea,West,Orego,OR,Oregon,Regular,70,110,70,180,,,114,,555,159,35,1,101,0.369963370,0.110989011,273,374,273,273,273,58
801,Tea,5/1/2012 12:00:00 AM,Utah,West,Small Market,Green Tea,Tea,West,Utah,UT,Utah,Regular,20,30,10,50,,,34,,182,42,12,1,-3,-0.039473684,-0.011842105,76,73,76,76,76,45
425,Tea,5/1/2012 12:00:00 AM,Washington,West,Small Market,Green Tea,Tea,West,Washi,WA,Washington,Regular,40,60,10,100,,,64,,551,90,58,1,2,0.012987013,0.003896104,154,156,154,154,154,88
719,Coffee,6/1/2012 12:00:00 AM,Colorado,Central,Major Market,Decaf Irish Cream,Coffee,Central,Color,CO,Colorado,Decaf,130,180,140,310,301,1,123,1,947,178,34,1,132,0.438538206,0.131561462,301,433,301,,301,46
630,Coffee,6/1/2012 12:00:00 AM,Illinois,Central,Major Market,Decaf Irish Cream,Coffee,Central,Illin,IL,Illinois,Decaf,140,220,160,360,345,1,141,1,764,204,45,1,135,0.391304348,0.117391304,345,480,345,,345,69
937,Coffee,6/1/2012 12:00:00 AM,Ohio,Central,Major Market,Decaf Irish Cream,Coffee,Central,Ohio,OH,Ohio,Decaf,40,70,20,110,107,1,44,1,496,63,40,1,-6,-0.056074766,-0.016822430,107,101,107,,107,69
303,Coffee,6/1/2012 12:00:00 AM,Colorado,Central,Major Market,Decaf Espresso,Espresso,Central,Color,CO,Colorado,Decaf,60,90,50,150,135,1,54,1,641,81,17,1,33,0.244444444,0.073333333,135,168,135,,135,48
312,Coffee,6/1/2012 12:00:00 AM,Illinois,Central,Major Market,Decaf Espresso,Espresso,Central,Illin,IL,Illinois,Decaf,300,310,210,610,521,1,260,1,1715,261,72,1,164,0.314779271,0.094433781,521,685,521,,521,97
419,Coffee,6/1/2012 12:00:00 AM,Ohio,Central,Major Market,Decaf Espresso,Espresso,Central,Ohio,OH,Ohio,Decaf,50,80,30,130,115,1,51,1,396,64,19,1,12,0.104347826,0.031304348,115,127,115,,115,52
720,Tea,6/1/2012 12:00:00 AM,Colorado,Central,Major Market,Chamomile,Herbal Tea,Central,Color,CO,Colorado,Decaf,120,140,90,260,,,149,,1245,149,41,1,83,0.278523490,0.083557047,298,381,298,298,298,66
630,Tea,6/1/2012 12:00:00 AM,Illinois,Central,Major Market,Chamomile,Herbal Tea,Central,Illin,IL,Illinois,Decaf,90,150,130,240,,,113,,897,163,31,1,121,0.438405797,0.131521739,276,397,276,276,276,42
614,Tea,6/1/2012 12:00:00 AM,Ohio,Central,Major Market,Chamomile,Herbal Tea,Central,Ohio,OH,Ohio,Decaf,10,20,20,30,,,18,,478,26,5,1,9,0.204545455,0.061363636,44,53,44,44,44,17
720,Tea,6/1/2012 12:00:00 AM,Colorado,Central,Major Market,Lemon,Herbal Tea,Central,Color,CO,Colorado,Decaf,30,60,10,90,,,44,,496,63,40,1,-7,-0.065420561,-0.019626168,107,100,107,107,107,70
630,Tea,6/1/2012 12:00:00 AM,Illinois,Central,Major Market,Lemon,Herbal Tea,Central,Illin,IL,Illinois,Decaf,70,90,60,160,,,83,,574,107,27,1,67,0.352631579,0.105789474,190,257,190,190,190,40
513,Tea,6/1/2012 12:00:00 AM,Ohio,Central,Major Market,Lemon,Herbal Tea,Central,Ohio,OH,Ohio,Decaf,20,30,30,50,,,24,,856,36,6,1,18,0.3,0.09,60,78,60,60,60,18
719,Tea,6/1/2012 12:00:00 AM,Colorado,Central,Major Market,Mint,Herbal Tea,Central,Color,CO,Colorado,Decaf,40,60,30,100,,,50,,397,68,16,1,24,0.203389831,0.061016949,118,142,118,118,118,44
309,Tea,6/1/2012 12:00:00 AM,Illinois,Central,Major Market,Mint,Herbal Tea,Central,Illin,IL,Illinois,Decaf,100,160,140,260,,,123,,947,178,34,1,133,0.441860465,0.132558140,301,434,301,301,301,45
850,Coffee,6/1/2012 12:00:00 AM,Florida,East,Major Market,Decaf Irish Cream,Coffee,East,Flori,FL,Florida,Decaf,110,150,100,260,282,1,118,1,636,164,36,1,105,0.372340426,0.111702128,282,387,282,,282,59
321,Coffee,6/1/2012 12:00:00 AM,Florida,East,Major Market,Decaf Espresso,Espresso,East,Flori,FL,Florida,Decaf,80,120,80,200,212,1,91,1,533,121,30,1,63,0.297169811,0.089150943,212,275,212,,212,58
941,Tea,6/1/2012 12:00:00 AM,Florida,East,Major Market,Chamomile,Herbal Tea,East,Flori,FL,Florida,Decaf,30,50,30,80,,,48,,593,62,15,1,35,0.318181818,0.095454545,110,145,110,110,110,27
754,Tea,6/1/2012 12:00:00 AM,Florida,East,Major Market,Lemon,Herbal Tea,East,Flori,FL,Florida,Decaf,40,60,30,100,,,59,,377,74,22,1,19,0.142857143,0.042857143,133,152,133,133,133,55
781,Tea,6/1/2012 12:00:00 AM,Massachusetts,East,Major Market,Lemon,Herbal Tea,East,Massa,MA,Massachusetts,Decaf,30,50,20,80,,,51,,396,64,19,1,12,0.104347826,0.031304348,115,127,115,115,115,52
607,Tea,6/1/2012 12:00:00 AM,New York,East,Major Market,Lemon,Herbal Tea,East,New Y,NY,New York,Decaf,200,320,220,520,,,271,,1727,398,102,1,263,0.393124066,0.117937220,669,932,669,669,669,135
305,Tea,6/1/2012 12:00:00 AM,Florida,East,Major Market,Mint,Herbal Tea,East,Flori,FL,Florida,Decaf,60,70,40,130,,,81,,1046,96,25,1,49,0.276836158,0.083050847,177,226,177,177,177,47
716,Tea,6/1/2012 12:00:00 AM,New York,East,Major Market,Mint,Herbal Tea,East,New Y,NY,New York,Decaf,180,-30,-100,150,,,244,,2636,-46,75,1,-143,-0.722222222,-0.216666667,198,55,198,198,198,97
806,Coffee,6/1/2012 12:00:00 AM,Texas,South,Major Market,Decaf Irish Cream,Coffee,South,Texas,TX,Texas,Decaf,100,130,100,230,190,1,83,1,574,107,27,1,68,0.357894737,0.107368421,190,258,190,,190,39
469,Coffee,6/1/2012 12:00:00 AM,Texas,South,Major Market,Decaf Espresso,Espresso,South,Texas,TX,Texas,Decaf,80,110,90,190,230,1,94,1,562,136,26,1,99,0.430434783,0.129130435,230,329,230,,230,37
832,Tea,6/1/2012 12:00:00 AM,Texas,South,Major Market,Chamomile,Herbal Tea,South,Texas,TX,Texas,Decaf,40,70,40,110,,,50,,397,68,16,1,24,0.203389831,0.061016949,118,142,118,118,118,44
409,Tea,6/1/2012 12:00:00 AM,Texas,South,Major Market,Lemon,Herbal Tea,South,Texas,TX,Texas,Decaf,30,60,30,90,,,38,,414,55,12,1,20,0.215053763,0.064516129,93,113,93,93,93,35
415,Coffee,6/1/2012 12:00:00 AM,California,West,Major Market,Decaf Irish Cream,Coffee,West,Calif,CA,California,Decaf,250,-40,-140,210,169,1,200,1,2393,-31,66,1,-142,-0.840236686,-0.252071006,169,27,169,,169,111
562,Coffee,6/1/2012 12:00:00 AM,California,West,Major Market,Decaf Espresso,Espresso,West,Calif,CA,California,Decaf,260,340,230,600,634,1,272,1,1616,362,89,1,240,0.378548896,0.113564669,634,874,634,,634,122
661,Tea,6/1/2012 12:00:00 AM,California,West,Major Market,Chamomile,Herbal Tea,West,Calif,CA,California,Decaf,100,160,140,260,,,123,,947,178,34,1,133,0.441860465,0.132558140,301,434,301,301,301,45
661,Tea,6/1/2012 12:00:00 AM,California,West,Major Market,Lemon,Herbal Tea,West,Calif,CA,California,Decaf,200,260,190,460,,,244,,1213,288,75,1,192,0.360902256,0.108270677,532,724,532,532,532,96
408,Tea,6/1/2012 12:00:00 AM,California,West,Major Market,Mint,Herbal Tea,West,Calif,CA,California,Decaf,70,90,60,160,,,83,,574,107,27,1,67,0.352631579,0.105789474,190,257,190,190,190,40
719,Coffee,6/1/2012 12:00:00 AM,Colorado,Central,Major Market,Amaretto,Coffee,Central,Color,CO,Colorado,Regular,110,170,130,280,276,1,113,1,897,163,31,1,121,0.438405797,0.131521739,276,397,276,,276,42
513,Coffee,6/1/2012 12:00:00 AM,Ohio,Central,Major Market,Amaretto,Coffee,Central,Ohio,OH,Ohio,Regular,50,70,40,120,118,1,50,1,397,68,16,1,24,0.203389831,0.061016949,118,142,118,,118,44
970,Coffee,6/1/2012 12:00:00 AM,Colorado,Central,Major Market,Colombian,Coffee,Central,Color,CO,Colorado,Regular,80,110,80,190,190,1,83,1,574,107,27,1,68,0.357894737,0.107368421,190,258,190,,190,39
815,Coffee,6/1/2012 12:00:00 AM,Illinois,Central,Major Market,Colombian,Coffee,Central,Illin,IL,Illinois,Regular,210,290,190,500,478,1,200,1,1095,278,66,1,167,0.349372385,0.104811715,478,645,478,,478,111
614,Coffee,6/1/2012 12:00:00 AM,Ohio,Central,Major Market,Colombian,Coffee,Central,Ohio,OH,Ohio,Regular,40,50,20,90,93,1,38,1,414,55,12,1,19,0.204301075,0.061290323,93,112,93,,93,36
719,Coffee,6/1/2012 12:00:00 AM,Colorado,Central,Major Market,Caffe Mocha,Espresso,Central,Color,CO,Colorado,Regular,100,170,140,270,230,1,94,1,562,136,26,1,99,0.430434783,0.129130435,230,329,230,,230,37
312,Coffee,6/1/2012 12:00:00 AM,Illinois,Central,Major Market,Caffe Mocha,Espresso,Central,Illin,IL,Illinois,Regular,310,430,300,740,634,1,272,1,1616,362,89,1,241,0.380126183,0.114037855,634,875,634,,634,121
419,Coffee,6/1/2012 12:00:00 AM,Ohio,Central,Major Market,Caffe Mocha,Espresso,Central,Ohio,OH,Ohio,Regular,170,180,120,350,298,1,149,1,1245,149,41,1,83,0.278523490,0.083557047,298,381,298,,298,66
719,Tea,6/1/2012 12:00:00 AM,Colorado,Central,Major Market,Darjeeling,Tea,Central,Color,CO,Colorado,Regular,40,60,20,100,,,51,,396,64,19,1,11,0.095652174,0.028695652,115,126,115,115,115,53
312,Tea,6/1/2012 12:00:00 AM,Illinois,Central,Major Market,Darjeeling,Tea,Central,Illin,IL,Illinois,Regular,80,120,90,200,,,94,,562,136,26,1,99,0.430434783,0.129130435,230,329,230,230,230,37
513,Tea,6/1/2012 12:00:00 AM,Ohio,Central,Major Market,Darjeeling,Tea,Central,Ohio,OH,Ohio,Regular,90,150,90,240,,,111,,767,167,36,1,99,0.356115108,0.106834532,278,377,278,278,278,68
970,Tea,6/1/2012 12:00:00 AM,Colorado,Central,Major Market,Earl Grey,Tea,Central,Color,CO,Colorado,Regular,40,60,30,100,,,53,,1028,64,16,1,27,0.230769231,0.069230769,117,144,117,117,117,37
312,Tea,6/1/2012 12:00:00 AM,Illinois,Central,Major Market,Earl Grey,Tea,Central,Illin,IL,Illinois,Regular,40,70,30,110,,,54,,641,81,17,1,33,0.244444444,0.073333333,135,168,135,135,135,48
937,Tea,6/1/2012 12:00:00 AM,Ohio,Central,Major Market,Earl Grey,Tea,Central,Ohio,OH,Ohio,Regular,100,140,90,240,,,118,,636,164,36,1,105,0.372340426,0.111702128,282,387,282,282,282,59
720,Tea,6/1/2012 12:00:00 AM,Colorado,Central,Major Market,Green Tea,Tea,Central,Color,CO,Colorado,Regular,30,50,30,80,,,43,,597,56,14,1,29,0.292929293,0.087878788,99,128,99,99,99,27
904,Coffee,6/1/2012 12:00:00 AM,Florida,East,Major Market,Colombian,Coffee,East,Flori,FL,Florida,Regular,100,160,110,260,278,1,111,1,767,167,36,1,99,0.356115108,0.106834532,278,377,278,,278,68
617,Coffee,6/1/2012 12:00:00 AM,Massachusetts,East,Major Market,Colombian,Coffee,East,Massa,MA,Massachusetts,Regular,50,560,530,610,649,1,54,1,-1006,595,17,1,547,0.842835131,0.252850539,649,1196,649,,649,48
646,Coffee,6/1/2012 12:00:00 AM,New York,East,Major Market,Colombian,Coffee,East,New Y,NY,New York,Regular,340,500,350,840,890,1,356,1,2476,534,124,1,357,0.401123596,0.120337079,890,1247,890,,890,177
786,Coffee,6/1/2012 12:00:00 AM,Florida,East,Major Market,Caffe Mocha,Espresso,East,Flori,FL,Florida,Regular,100,150,40,250,264,1,110,1,665,154,100,1,25,0.094696970,0.028409091,264,289,264,,264,129
351,Coffee,6/1/2012 12:00:00 AM,Massachusetts,East,Major Market,Caffe Mocha,Espresso,East,Massa,MA,Massachusetts,Regular,40,60,10,100,111,1,44,1,543,67,40,1,-3,-0.027027027,-0.008108108,111,108,111,,111,70
914,Coffee,6/1/2012 12:00:00 AM,New York,East,Major Market,Caffe Mocha,Espresso,East,New Y,NY,New York,Regular,130,-60,-210,70,72,1,144,1,1979,-72,131,1,-236,-3.277777778,-0.983333333,72,-164,72,,72,164
339,Coffee,6/1/2012 12:00:00 AM,Massachusetts,East,Major Market,Regular Espresso,Espresso,East,Massa,MA,Massachusetts,Regular,140,150,100,290,298,1,149,1,1245,149,41,1,83,0.278523490,0.083557047,298,381,298,,298,66
631,Coffee,6/1/2012 12:00:00 AM,New York,East,Major Market,Regular Espresso,Espresso,East,New Y,NY,New York,Regular,240,420,340,660,675,1,260,1,1405,415,72,1,318,0.471111111,0.141333333,675,993,675,,675,97
386,Tea,6/1/2012 12:00:00 AM,Florida,East,Major Market,Darjeeling,Tea,East,Flori,FL,Florida,Regular,40,70,50,110,,,43,,864,62,12,1,38,0.361904762,0.108571429,105,143,105,105,105,24
781,Tea,6/1/2012 12:00:00 AM,Massachusetts,East,Major Market,Darjeeling,Tea,East,Massa,MA,Massachusetts,Regular,20,40,30,60,,,24,,856,36,6,1,19,0.316666667,0.095,60,79,60,60,60,17
516,Tea,6/1/2012 12:00:00 AM,New York,East,Major Market,Darjeeling,Tea,East,New Y,NY,New York,Regular,130,190,150,320,,,123,,947,178,34,1,133,0.441860465,0.132558140,301,434,301,301,301,45
845,Tea,6/1/2012 12:00:00 AM,New York,East,Major Market,Earl Grey,Tea,East,New Y,NY,New York,Regular,110,180,140,290,,,113,,897,163,31,1,121,0.438405797,0.131521739,276,397,276,276,276,42
407,Tea,6/1/2012 12:00:00 AM,Florida,East,Major Market,Green Tea,Tea,East,Flori,FL,Florida,Regular,60,90,70,150,,,59,,842,85,16,1,58,0.402777778,0.120833333,144,202,144,144,144,27
413,Tea,6/1/2012 12:00:00 AM,Massachusetts,East,Major Market,Green Tea,Tea,East,Massa,MA,Massachusetts,Regular,10,30,20,40,,,18,,478,26,5,1,10,0.227272727,0.068181818,44,54,44,44,44,16
718,Tea,6/1/2012 12:00:00 AM,New York,East,Major Market,Green Tea,Tea,East,New Y,NY,New York,Regular,90,150,120,240,,,94,,562,136,26,1,99,0.430434783,0.129130435,230,329,230,230,230,37
210,Coffee,6/1/2012 12:00:00 AM,Texas,South,Major Market,Colombian,Coffee,South,Texas,TX,Texas,Regular,300,360,270,660,532,1,244,1,1213,288,75,1,192,0.360902256,0.108270677,532,724,532,,532,96
936,Coffee,6/1/2012 12:00:00 AM,Texas,South,Major Market,Caffe Latte,Espresso,South,Texas,TX,Texas,Regular,40,70,40,110,135,1,54,1,-321,81,17,1,33,0.244444444,0.073333333,135,168,135,,135,48
281,Coffee,6/1/2012 12:00:00 AM,Texas,South,Major Market,Caffe Mocha,Espresso,South,Texas,TX,Texas,Regular,90,140,120,230,276,1,113,1,897,163,31,1,120,0.434782609,0.130434783,276,396,276,,276,43
707,Coffee,6/1/2012 12:00:00 AM,California,West,Major Market,Amaretto,Coffee,West,Calif,CA,California,Regular,170,-50,-110,120,96,1,141,1,1514,-45,45,1,-113,-1.177083333,-0.353125,96,-17,96,,96,68
805,Coffee,6/1/2012 12:00:00 AM,California,West,Major Market,Colombian,Coffee,West,Calif,CA,California,Regular,440,670,500,1110,890,1,356,1,2476,534,124,1,357,0.401123596,0.120337079,890,1247,890,,890,177
707,Coffee,6/1/2012 12:00:00 AM,California,West,Major Market,Caffe Latte,Espresso,West,Calif,CA,California,Regular,240,260,180,500,521,1,260,1,1715,261,72,1,165,0.316698656,0.095009597,521,686,521,,521,96
714,Coffee,6/1/2012 12:00:00 AM,California,West,Major Market,Caffe Mocha,Espresso,West,Calif,CA,California,Regular,130,200,50,330,345,1,144,1,874,201,131,1,36,0.104347826,0.031304348,345,381,345,,345,165
209,Tea,6/1/2012 12:00:00 AM,California,West,Major Market,Darjeeling,Tea,West,Calif,CA,California,Regular,70,110,90,180,,,113,,897,163,31,1,120,0.434782609,0.130434783,276,396,276,276,276,43
415,Tea,6/1/2012 12:00:00 AM,California,West,Major Market,Earl Grey,Tea,West,Calif,CA,California,Regular,60,90,80,150,,,94,,562,136,26,1,98,0.426086957,0.127826087,230,328,230,230,230,38
